,Date,Time,Username,Message,Sentiment,Time from Start
3721,2022-12-23,18:32:30,AlumiiiLight,fr  ??,8,76
3815,2022-12-23,18:32:31,randysi,fr,5,76
3816,2022-12-23,18:32:33,kozmikto,fr,5,76
3817,2022-12-23,18:32:35,AlumiiiLight,fr,5,76
3818,2022-12-23,18:32:35,part1zan256,fr,5,76
3819,2022-12-23,18:32:35,milujutekamobracho1,fr,5,76
3820,2022-12-23,18:32:36,jameslinkk,fr,5,76
3821,2022-12-23,18:32:36,blueBerry_suBB,fr,5,76
3822,2022-12-23,18:32:37,gems69,fr,5,76
3823,2022-12-23,18:32:39,adas334cz,fr,5,76
3824,2022-12-23,18:32:39,strix_daniel,fr,5,76
3825,2022-12-23,18:32:40,jen1sek,fr,5,76
3826,2022-12-23,18:32:40,yonassi,fr,5,76
3713,2022-12-23,18:32:41,AlumiiiLight,fr fr,5,76
577,2022-12-23,18:32:43,ddrxxfante,unlucky gamdom,2,76
3827,2022-12-23,18:32:43,yaksenep,fr,5,76
1733,2022-12-23,18:32:45,turkishmizaj,peepoSad,2,76
1115,2022-12-23,18:32:46,ddrxxfante,RIP,1,76
3828,2022-12-23,18:32:46,yusuffahri1,fr,5,76
2025,2022-12-23,18:32:49,yusuffahri1,not enough,4,76
2458,2022-12-23,18:32:53,yusuffahri1,man,5,76
1116,2022-12-23,18:32:55,jacksonjej,rip,2,76
3347,2022-12-23,18:32:56,ddrxxfante,green ?,5,76
2079,2022-12-23,18:32:57,jacksonjej,nooo,2,76
1889,2022-12-23,18:32:58,orion150,one duel,5,76
4829,2022-12-23,18:33:00,AlumiiiLight,45$ go play blackjack and win 1000 and then bamboo all in again,7,76
661,2022-12-23,18:33:01,jacksonjej,today unlucky,2,76
277,2022-12-23,18:33:03,jacksonjej,xerii,5,76
4898,2022-12-23,18:33:03,radikalnyyy,140 anubis,6,76
4040,2022-12-23,18:33:06,sakdejz,duel for 120$ pay @xeriffer,7,76
4514,2022-12-23,18:33:10,MirekG,black jack 3x all in and gg,2,76
4617,2022-12-23,18:33:45,veritas______,AYO,7,77
4719,2022-12-23,18:33:50,Flagtarson,all in bj time,8,77
4849,2022-12-23,18:33:51,Flagtarson,3 times,8,77
3322,2022-12-23,18:33:53,Flagtarson,haa,5,77
510,2022-12-23,18:34:07,LMNFix,we want girl Sadge,2,77
4848,2022-12-23,18:34:10,AlumiiiLight,3 times all in,8,77
2712,2022-12-23,18:34:14,milujutekamobracho1,just go green,7,77
3478,2022-12-23,18:34:14,AlumiiiLight,go big or go home,8,77
2546,2022-12-23,18:34:15,milujutekamobracho1,lol,5,77
4822,2022-12-23,18:34:15,ddrxxfante,5 times all ?n bj,8,77
554,2022-12-23,18:34:19,AlumiiiLight,wait dont go home just go big,8,77
195,2022-12-23,18:35:08,AlumiiiLight,YEP,7,78
971,2022-12-23,18:35:10,radikalnyyy,sidebets,7,78
562,2022-12-23,18:35:22,dede0099,w,5,78
416,2022-12-23,18:35:25,adas334cz,with,5,78
417,2022-12-23,18:35:28,AlumiiiLight,with,5,79
3692,2022-12-23,18:35:46,blueBerry_suBB,ft,5,79
898,2022-12-23,18:35:47,radikalnyyy,st,5,79
1021,2022-12-23,18:35:48,AlumiiiLight,sat,5,79
885,2022-12-23,18:35:51,AlumiiiLight,stand,8,79
886,2022-12-23,18:35:54,dede0099,stand,8,79
1505,2022-12-23,18:36:03,dede0099,Pog,8,79
1506,2022-12-23,18:36:06,AlumiiiLight,Pog,8,79
2602,2022-12-23,18:36:06,dede0099,lets goo,8,79
1507,2022-12-23,18:36:07,chrizz_tophernolan,Pog,8,79
4705,2022-12-23,18:36:15,adas334cz,all in till you win 2k,8,79
3112,2022-12-23,18:36:29,adas334cz,hit,6,80
2765,2022-12-23,18:36:33,adas334cz,its soft,7,80
3113,2022-12-23,18:36:34,radikalnyyy,hit,6,80
3114,2022-12-23,18:36:37,AlumiiiLight,hit,6,80
3115,2022-12-23,18:36:40,pregisek,hit,6,80
3116,2022-12-23,18:36:45,adas334cz,hit,6,80
3110,2022-12-23,18:36:50,AlumiiiLight,hit ??,6,80
3109,2022-12-23,18:36:51,pregisek,hit again,6,80
3117,2022-12-23,18:36:51,AlumiiiLight,hit,6,80
3111,2022-12-23,18:36:53,AlumiiiLight,hit ??,6,80
1508,2022-12-23,18:37:00,adas334cz,Pog,8,80
3118,2022-12-23,18:37:03,ddrxxfante,hit,6,80
1283,2022-12-23,18:37:06,pregisek,Prayge,6,80
1284,2022-12-23,18:37:15,veritas______,Prayge,6,80
1509,2022-12-23,18:37:58,adas334cz,Pog,8,81
1037,2022-12-23,18:38:00,veritas______,SadgPog,7,81
2590,2022-12-23,18:38:01,AlumiiiLight,lets gooo,8,81
1510,2022-12-23,18:38:02,veritas______,Pog,8,81
4131,2022-12-23,18:38:04,AlumiiiLight,do it again,8,81
411,2022-12-23,18:38:05,radikalnyyy,woohoo,8,81
4266,2022-12-23,18:38:06,adas334cz,come on alll in again,8,81
2873,2022-12-23,18:38:17,blueBerry_suBB,if u win go bamboo,7,81
851,2022-12-23,18:38:19,Primegabe31,sugar Rush 400 All in,8,81
1998,2022-12-23,18:38:19,AlumiiiLight,now you get BJ,8,81
5283,2022-12-23,18:38:20,blueBerry_suBB,:DDD,8,81
175,2022-12-23,18:38:30,adas334cz,yes,8,82
3829,2022-12-23,18:38:31,milujutekamobracho1,fr,5,82
176,2022-12-23,18:38:32,blueBerry_suBB,yes,8,82
177,2022-12-23,18:38:33,AlumiiiLight,yes,8,82
887,2022-12-23,18:38:34,dWolf_J,stand,8,82
3600,2022-12-23,18:38:34,AlumiiiLight,GG,6,82
3830,2022-12-23,18:38:34,veritas______,fr,5,82
232,2022-12-23,18:38:35,pregisek,yeah,8,82
4893,2022-12-23,18:38:35,GentlemanZany,19 sadge,2,82
260,2022-12-23,18:38:36,olivercito3,y but gg,4,82
3275,2022-12-23,18:38:51,adas334cz,he will flip 5 and 10,8,82
1511,2022-12-23,18:38:53,AlumiiiLight,Pog,8,82
1512,2022-12-23,18:38:54,olivercito3,Pog,8,82
1513,2022-12-23,18:38:54,milujutekamobracho1,Pog,8,82
4581,2022-12-23,18:38:54,blueBerry_suBB,bamboo,8,82
683,2022-12-23,18:38:55,blueBerry_suBB,time,5,82
1355,2022-12-23,18:38:55,cassluuu,poog,8,82
1514,2022-12-23,18:38:55,radikalnyyy,Pog,8,82
214,2022-12-23,18:38:56,adas334cz,yeeeeeeees,8,82
1515,2022-12-23,18:38:56,gems69,Pog,8,82
3460,2022-12-23,18:38:56,Mato258__,go gates,8,82
1516,2022-12-23,18:38:57,jen1sek,Pog,8,82
2008,2022-12-23,18:38:57,AlumiiiLight,NOW DO IT AGAIN,8,82
2087,2022-12-23,18:38:57,radikalnyyy,noo,2,82
2149,2022-12-23,18:38:58,ddrxxfante,niceeee,8,82
3650,2022-12-23,18:38:58,Mato258__,gates,8,82
4582,2022-12-23,18:38:58,blueBerry_suBB,bamboo,8,82
2137,2022-12-23,18:38:59,olivercito3,no,2,82
4148,2022-12-23,18:39:00,dWolf_J,do gates,8,82
492,2022-12-23,18:39:02,jozovegule22,What a luck,8,82
2042,2022-12-23,18:39:02,LMNFix,not all in,4,82
2138,2022-12-23,18:39:02,pregisek,no,2,82
3445,2022-12-23,18:39:02,sakdejz,go slots,7,82
178,2022-12-23,18:39:04,adas334cz,yes,8,82
555,2022-12-23,18:39:04,AlumiiiLight,wait bamboo,8,82
4573,2022-12-23,18:39:04,blueBerry_suBB,bamboo time _),8,82
963,2022-12-23,18:39:05,AlumiiiLight,slots,5,82
2109,2022-12-23,18:39:06,Primegabe31,no play slots,2,82
2585,2022-12-23,18:39:06,ddrxxfante,lets gooo blackjack,8,82
3480,2022-12-23,18:39:06,gems69,go bamboo,8,82
4152,2022-12-23,18:39:06,radikalnyyy,do 150,8,82
4723,2022-12-23,18:39:06,adas334cz,all in,8,82
4575,2022-12-23,18:39:07,AlumiiiLight,bamboo time,8,82
4597,2022-12-23,18:39:09,belank0vic,Bambii,8,82
4731,2022-12-23,18:39:10,ddrxxfante,all ?n buy bro,6,82
5343,2022-12-23,18:39:11,Rozkii,200,5,82
5344,2022-12-23,18:39:11,radikalnyyy,150,5,82
3935,2022-12-23,18:39:15,dWolf_J,fck bamboo Stare,2,82
4724,2022-12-23,18:39:21,tourps,All in,8,82
4725,2022-12-23,18:39:26,AlumiiiLight,all in,8,82
600,2022-12-23,18:39:34,blueBerry_suBB,u can try only bamboo at this point,6,83
4096,2022-12-23,18:39:38,dWolf_J,dont all in,4,83
1139,2022-12-23,18:39:42,dede0099,retro tapes,5,83
88,2022-12-23,18:39:43,dWolf_J,you can buy bonuses,5,83
2715,2022-12-23,18:39:46,pregisek,just do some slot,5,83
2845,2022-12-23,18:39:53,pregisek,imo,5,83
833,2022-12-23,18:40:14,wartinMLOOOOL,sup xeri,6,83
3994,2022-12-23,18:40:18,veritas______,EZ,10,83
1517,2022-12-23,18:40:19,AlumiiiLight,Pog,8,83
1518,2022-12-23,18:40:21,radikalnyyy,Pog,8,83
972,2022-12-23,18:40:23,dede0099,side bet Pog,8,83
904,2022-12-23,18:40:24,77Punx77,split,5,83
905,2022-12-23,18:40:27,tourps,Split,5,83
1672,2022-12-23,18:40:27,tiborkoo,plit,3,83
906,2022-12-23,18:40:29,gforce5five,split,5,84
973,2022-12-23,18:40:29,AlumiiiLight,side bet,7,84
907,2022-12-23,18:40:31,tiborkoo,split,5,84
443,2022-12-23,18:40:32,AlumiiiLight,why no split,4,84
2015,2022-12-23,18:40:44,dWolf_J,now 1k gates?,6,84
4583,2022-12-23,18:40:46,blueBerry_suBB,bamboo,7,84
1143,2022-12-23,18:40:48,dede0099,retro tape,5,84
4920,2022-12-23,18:40:49,ddrxxfante,1 k buy,8,84
4231,2022-12-23,18:40:50,radikalnyyy,cumback,7,84
4726,2022-12-23,18:40:50,adas334cz,all in,7,84
985,2022-12-23,18:40:51,sakdejz,Shield of sparta or Hot fiesta higher bet @xeriffer,7,84
1140,2022-12-23,18:40:52,tourps,Retro tapes,5,84
928,2022-12-23,18:40:53,adas334cz,so you will be back,8,84
1519,2022-12-23,18:40:53,dede0099,Pog,8,84
3975,2022-12-23,18:40:53,veritas______,EZ ??,10,84
854,2022-12-23,18:40:54,Primegabe31,sugar rush,7,84
4878,2022-12-23,18:40:57,dWolf_J,1k gates waiting PepeLaugh,6,84
4709,2022-12-23,18:40:59,nihilist7,all in player,7,84
4171,2022-12-23,18:41:00,pregisek,dead bonus on wanted ? :tf:,5,84
986,2022-12-23,18:41:02,radikalnyyy,shield of sparta,7,84
1032,2022-12-23,18:41:02,henriiet,SANTA,8,84
680,2022-12-23,18:41:07,LMNFix,time for fuck up on slots Kappa,4,84
1837,2022-12-23,18:41:08,radikalnyyy,or muerto,5,84
4711,2022-12-23,18:41:09,AlumiiiLight,all in on any slots,6,84
4121,2022-12-23,18:41:13,77Punx77,do wheel again @[Mención Directa],5,84
1141,2022-12-23,18:41:23,jirka15986,retro tapes,5,84
2702,2022-12-23,18:41:23,kkashi_bk,juyziRoll,5,84
3674,2022-12-23,18:41:34,radikalnyyy,fury of odin,7,85
3651,2022-12-23,18:41:37,Mato258__,Gates,7,85
4172,2022-12-23,18:41:38,sakdejz,dead bonus on wanted :D,5,85
1128,2022-12-23,18:41:40,tourps,Retro Will pay trust,7,85
429,2022-12-23,18:41:41,typicallilPO,wild yield,6,85
4713,2022-12-23,18:41:44,paradajssss,all in gems bonanza no balls,4,85
4378,2022-12-23,18:41:48,LMNFix,Chaos,6,85
4170,2022-12-23,18:41:49,pregisek,dead bonus on wanted has to pay,5,85
621,2022-12-23,18:41:54,Akons59453,Try pearl harbor,5,85
2768,2022-12-23,18:41:54,pregisek,its rng,5,85
4456,2022-12-23,18:41:54,feddy2019,buffalo king megaways,5,85
236,2022-12-23,18:41:57,sakdejz,yeaa,7,85
2556,2022-12-23,18:41:57,pregisek,like every slot,6,85
631,2022-12-23,18:42:00,sakdejz,try dead,5,85
3949,2022-12-23,18:42:18,typicallilPO,F,2,85
3487,2022-12-23,18:42:22,radikalnyyy,go 400,5,85
3831,2022-12-23,18:42:24,milujutekamobracho1,fr,4,85
4055,2022-12-23,18:42:29,AlumiiiLight,duel,5,86
2714,2022-12-23,18:42:33,sakdejz,just for 400,6,86
1743,2022-12-23,18:42:35,Akons59453,Pearl harbor try,6,86
2923,2022-12-23,18:42:35,pregisek,I mean 800 so you can have 200 spare,7,86
4049,2022-12-23,18:42:35,AlumiiiLight,duel 2 time,5,86
4165,2022-12-23,18:42:36,tiborkoo,dead Max win,6,86
3485,2022-12-23,18:42:40,blueBerry_suBB,go 800,7,86
3919,2022-12-23,18:42:45,MirekG,first duek for 200,4,86
2121,2022-12-23,18:42:48,Mato258__,no du el,4,86
5331,2022-12-23,18:42:52,Mato258__,400,6,86
4140,2022-12-23,18:42:53,blueBerry_suBB,do it,6,86
4676,2022-12-23,18:42:53,MirekG,and then dead 800,7,86
226,2022-12-23,18:42:59,pregisek,yeah exactly,5,86
649,2022-12-23,18:43:00,sakdejz,true,5,86
2621,2022-12-23,18:43:03,sakdejz,lets go,7,86
3575,2022-12-23,18:43:03,AlumiiiLight,gho,8,86
3486,2022-12-23,18:43:05,AlumiiiLight,go 800,7,86
3475,2022-12-23,18:43:08,paradajssss,go bj for 200 if u win buy f�r 1200 if u lose buy f�r 800,6,86
4163,2022-12-23,18:43:08,77Punx77,dead will never be 0 :D,6,86
1285,2022-12-23,18:43:11,lot_of_damage,Prayge,8,86
1286,2022-12-23,18:43:12,jen1sek,Prayge,8,86
567,2022-12-23,18:43:14,TilLight,VibeDisco,8,86
3538,2022-12-23,18:43:14,ddrxxfante,gl for dead buy xeriffer,7,86
1287,2022-12-23,18:43:29,olivercito3,Prayge,8,87
2566,2022-12-23,18:43:31,philthy_boomz,letsgoooo huge nuts,8,87
4626,2022-12-23,18:43:31,blueBerry_suBB,at least 10 and 10,7,87
1520,2022-12-23,18:43:33,AlumiiiLight,Pog,8,87
2722,2022-12-23,18:43:36,pregisek,just 20 wilds and its gg,7,87
3832,2022-12-23,18:43:38,AlumiiiLight,fr,4,87
3601,2022-12-23,18:43:39,olivercito3,GG,7,87
3602,2022-12-23,18:43:40,blueBerry_suBB,gg,7,87
3603,2022-12-23,18:43:41,gems69,gg,7,87
3833,2022-12-23,18:43:41,SST0MSSSS,fr,4,87
3834,2022-12-23,18:43:41,dWolf_J,fr,4,87
3835,2022-12-23,18:43:41,blueBerry_suBB,fr,4,87
3836,2022-12-23,18:43:41,veritas______,fr,4,87
4905,2022-12-23,18:43:41,tiborkoo,10wild 20multi Max win,8,87
1521,2022-12-23,18:43:42,TilLight,Pog,8,87
3604,2022-12-23,18:43:42,radikalnyyy,gg,7,87
338,2022-12-23,18:43:43,Mato258__,xdd,7,87
3299,2022-12-23,18:43:43,AlumiiiLight,HAHAHAHAHAHAHAHAHAHA,10,87
3605,2022-12-23,18:43:43,jen1sek,gg,7,87
3837,2022-12-23,18:43:43,pregisek,fr,4,87
4606,2022-12-23,18:43:43,LMNFix,bad,3,87
2771,2022-12-23,18:43:44,blueBerry_suBB,its over,1,87
3606,2022-12-23,18:43:44,LMNFix,gg,7,87
3607,2022-12-23,18:43:44,kixnshot,gg,7,87
3717,2022-12-23,18:43:44,pregisek,fr ??,4,87
3838,2022-12-23,18:43:47,pregisek,fr,4,87
3718,2022-12-23,18:43:50,pregisek,fr ??,4,87
3608,2022-12-23,18:43:52,wartinMLOOOOL,gg,7,87
3839,2022-12-23,18:43:52,77Punx77,fr,4,87
3840,2022-12-23,18:43:53,AlumiiiLight,fr,4,87
2821,2022-12-23,18:43:58,RossinLive,isnt gambling banned ?,2,87
3722,2022-12-23,18:44:08,AlumiiiLight,fr  ??,4,87
3841,2022-12-23,18:44:09,Flagtarson,fr,4,87
3842,2022-12-23,18:44:12,randysi,fr,5,87
4945,2022-12-23,18:44:12,dWolf_J,@xeriffer gates time fr,7,87
42,2022-12-23,18:44:13,pregisek,youre getting fucked today sorry man,2,87
3843,2022-12-23,18:44:13,gems69,fr,5,87
2475,2022-12-23,18:44:16,TilLight,LULW,8,87
1111,2022-12-23,18:44:18,jameslinkk,rip day,2,87
4457,2022-12-23,18:44:28,feddy2019,buffalo king megaways,7,88
439,2022-12-23,18:44:30,jozovegule22,Why this shit ?,2,88
2286,2022-12-23,18:44:32,radikalnyyy,muerto,2,88
4036,2022-12-23,18:44:32,blueBerry_suBB,duel now,7,88
86,2022-12-23,18:44:34,pregisek,you can still build it up,6,88
4793,2022-12-23,18:44:37,jozovegule22,800 OMG,9,88
1062,2022-12-23,18:44:38,TeddyHudy,Sadge,2,88
4038,2022-12-23,18:44:40,sakdejz,duel last chance @xeriffer,2,88
3468,2022-12-23,18:44:50,dWolf_J,go for gates lol,7,88
4056,2022-12-23,18:44:50,typicallilPO,duel,2,88
564,2022-12-23,18:44:53,MirekG,VS VS VS VS VS,7,88
3483,2022-12-23,18:44:55,AlumiiiLight,go all in bj and then come back again,7,88
4458,2022-12-23,18:45:10,feddy2019,buffalo king megaways,2,88
5107,2022-12-23,18:45:10,kkashi_bk,@alumiiilight ALO,5,88
5072,2022-12-23,18:45:20,AlumiiiLight,@kkashi_bk ayo,5,88
4565,2022-12-23,18:45:23,GentlemanZany,basegame...duel bonus gonna drop in few spins,6,88
4844,2022-12-23,18:45:23,radikalnyyy,370 bonus,9,88
4037,2022-12-23,18:45:25,blueBerry_suBB,duel now,2,88
4708,2022-12-23,18:45:27,wartinMLOOOOL,all in retro tapes,7,88
3484,2022-12-23,18:45:29,AlumiiiLight,go all in bj again,7,89
637,2022-12-23,18:45:30,AlumiiiLight,trust me,6,89
4035,2022-12-23,18:45:30,sakdejz,DUEL SAVE,7,89
3057,2022-12-23,18:45:33,LEMAGICG,how much u withdrawed yesterday ?,2,89
850,2022-12-23,18:45:37,Primegabe31,sugar Rush All in,2,89
4847,2022-12-23,18:45:38,Wadrill,3 year sallary in 5 days ok,2,89
3652,2022-12-23,18:45:42,Mato258__,gates,2,89
4057,2022-12-23,18:45:42,gems69,duel,2,89
4058,2022-12-23,18:45:42,radikalnyyy,duel,2,89
4059,2022-12-23,18:45:43,blueBerry_suBB,duel,2,89
4060,2022-12-23,18:45:45,jen1sek,duel,2,89
4061,2022-12-23,18:45:45,jayboooth,duel,2,89
4062,2022-12-23,18:45:46,9anonymous1,duel,2,89
4727,2022-12-23,18:45:46,the_caspeer,all in,7,89
4031,2022-12-23,18:45:47,TilLight,dul,2,89
4063,2022-12-23,18:45:47,sakdejz,DUEL,5,89
4064,2022-12-23,18:45:47,AlumiiiLight,duel,2,89
4065,2022-12-23,18:45:48,LMNFix,duel,2,89
4066,2022-12-23,18:45:49,jozovegule22,Duel,2,89
3470,2022-12-23,18:45:50,dWolf_J,go for buffalo stack n sync @xeriffer if it doesnt profit i wont ever request that slot again,7,89
4067,2022-12-23,18:45:51,AlumiiiLight,DUEL,2,89
2139,2022-12-23,18:46:02,michko,no,2,89
5254,2022-12-23,18:46:02,mitakafree,!bonus,5,89
4033,2022-12-23,18:46:04,4rc44,DUELDUELDUELDUELDUEL,9,89
1125,2022-12-23,18:46:06,dede0099,rewards ?,5,89
2502,2022-12-23,18:46:06,LMNFix,LUL,8,89
3844,2022-12-23,18:46:09,milujutekamobracho1,fr,5,89
566,2022-12-23,18:46:15,4rc44,VoHiYo  michko,8,89
4911,2022-12-23,18:46:16,jayboooth,1.80 buy,5,89
4051,2022-12-23,18:46:17,9anonymous1,duel .,2,89
3469,2022-12-23,18:46:18,dWolf_J,go for buffalo stack n sync @xeriffer if it doesnt profit i wont ever request that slot again  ??,7,89
430,2022-12-23,18:46:19,Wadrill,wild wild cchest,2,89
1103,2022-12-23,18:46:27,MirekG,roulette ReD,5,89
3554,2022-12-23,18:46:34,nErvaK_,GL,5,90
3555,2022-12-23,18:46:37,chrizz_tophernolan,GL,5,90
3471,2022-12-23,18:46:41,kkashi_bk,GO for Buffalo slots,7,90
3845,2022-12-23,18:46:41,milujutekamobracho1,fr,5,90
1288,2022-12-23,18:46:43,jen1sek,Prayge,9,90
3494,2022-12-23,18:46:48,GentlemanZany,GN guys,9,90
3502,2022-12-23,18:46:55,the_caspeer,gn,9,90
3940,2022-12-23,18:46:58,AlumiiiLight,F R,2,90
3846,2022-12-23,18:46:59,AlumiiiLight,fr,5,90
1790,2022-12-23,18:47:00,gems69,papa,7,90
3847,2022-12-23,18:47:00,dWolf_J,fr,5,90
3848,2022-12-23,18:47:01,77Punx77,fr,5,90
3723,2022-12-23,18:47:03,AlumiiiLight,fr  ??,5,90
5304,2022-12-23,18:47:06,Kikusiiiiik,:),8,90
3849,2022-12-23,18:47:11,blueBerry_suBB,fr,5,90
3850,2022-12-23,18:47:14,AlumiiiLight,fr,5,90
3724,2022-12-23,18:47:20,AlumiiiLight,fr  ??,5,90
3851,2022-12-23,18:47:20,radikalnyyy,fr,5,90
1063,2022-12-23,18:47:22,jen1sek,Sadge,2,90
4894,2022-12-23,18:47:25,blueBerry_suBB,18 green,6,90
3609,2022-12-23,18:47:26,blueBerry_suBB,gg,8,90
3583,2022-12-23,18:47:27,Rozkii,ggs,9,90
3453,2022-12-23,18:47:33,radikalnyyy,go joker,7,91
3852,2022-12-23,18:47:33,kkashi_bk,fr,5,91
3122,2022-12-23,18:47:39,radikalnyyy,hilo,7,91
846,2022-12-23,18:47:43,Rozkii,sunday is not everyday,5,91
68,2022-12-23,18:47:47,LMNFix,you miss green LUL,8,91
3121,2022-12-23,18:48:03,radikalnyyy,hilo joker,7,91
1169,2022-12-23,18:48:04,ddrxxfante,red,2,91
1093,2022-12-23,18:48:16,biggiEEEEE,sa,2,91
4089,2022-12-23,18:48:18,michko,dont put max,6,91
2558,2022-12-23,18:48:21,michko,like 1 cent less,8,91
3556,2022-12-23,18:48:25,biggiEEEEE,gl,9,91
3853,2022-12-23,18:48:27,milujutekamobracho1,fr,5,91
3854,2022-12-23,18:48:27,veritas______,fr,5,91
3855,2022-12-23,18:48:30,blueBerry_suBB,fr,5,92
2094,2022-12-23,18:48:32,ddrxxfante,no wayyyy missed green,2,92
2503,2022-12-23,18:48:33,LMNFix,LUL,8,92
4081,2022-12-23,18:48:33,veritas______,double green trust,6,92
2534,2022-12-23,18:48:34,veritas______,look,5,92
2731,2022-12-23,18:48:36,radikalnyyy,jooker 24x,7,92
4082,2022-12-23,18:48:36,veritas______,double green,8,92
3856,2022-12-23,18:48:47,kkashi_bk,fr,5,92
2753,2022-12-23,18:48:48,part1zan256,JEJDA,2,92
2754,2022-12-23,18:48:55,veritas______,JEJDA,2,92
2995,2022-12-23,18:49:21,michko,HUH,2,92
688,2022-12-23,18:49:30,radikalnyyy,tie ez,7,93
847,2022-12-23,18:49:33,olivercito3,suited tie,8,93
686,2022-12-23,18:49:35,milujutekamobracho1,tiger for sure,7,93
4141,2022-12-23,18:49:36,olivercito3,do it,7,93
741,2022-12-23,18:49:42,michko,there will be hypedrop,7,93
4953,2022-12-23,18:49:46,michko,@xeriffer,5,93
4682,2022-12-23,18:49:56,olivercito3,and it comes,5,93
4707,2022-12-23,18:50:01,blueBerry_suBB,all in tie,7,93
4686,2022-12-23,18:50:03,blueBerry_suBB,and go,7,93
3503,2022-12-23,18:50:12,SST0MSSSS,gn,9,93
1522,2022-12-23,18:50:22,veritas______,Pog,8,93
4496,2022-12-23,18:50:30,SKuLLn1,BOOBA,8,94
991,2022-12-23,18:50:47,SKuLLn1,She's pretty   PepeLaugh,5,94
3995,2022-12-23,18:50:49,veritas______,EZ,9,94
4773,2022-12-23,18:50:56,milujutekamobracho1,ace is 1,6,94
229,2022-12-23,18:51:03,pregisek,yeah ace is one,6,94
687,2022-12-23,18:51:10,kkashi_bk,tiger,7,94
1830,2022-12-23,18:51:16,veritas______,Oss,5,94
1523,2022-12-23,18:51:20,AlumiiiLight,Pog,8,94
4517,2022-12-23,18:51:23,radikalnyyy,bj,5,94
4706,2022-12-23,18:51:24,olivercito3,all in tie now PepeLaugh,3,94
4515,2022-12-23,18:51:36,AlumiiiLight,bj all in,5,95
392,2022-12-23,18:51:46,PauleeWinkyFace,wrap it up,5,95
339,2022-12-23,18:51:54,radikalnyyy,xdd,9,95
983,2022-12-23,18:52:27,sakdejz,Shield of sparta or Hot fiesta some spins @xeriffer,5,95
3184,2022-12-23,18:52:52,daammiiiaan,HeyGuys HeyGuys,7,96
733,2022-12-23,18:53:03,GentlemanZany,this bitch gonna scame you so hard...,1,96
3857,2022-12-23,18:53:47,AlumiiiLight,fr,5,97
3557,2022-12-23,18:53:56,biggiEEEEE,Gl,8,97
4276,2022-12-23,18:53:59,biggiEEEEE,come 10,5,97
426,2022-12-23,18:54:29,blueBerry_suBB,will be 10 for sure,7,98
133,2022-12-23,18:54:35,blueBerry_suBB,YIKES,4,98
951,2022-12-23,18:55:05,chrizz_tophernolan,so close,5,98
3858,2022-12-23,18:55:05,AlumiiiLight,fr,5,98
981,2022-12-23,18:55:06,radikalnyyy,shii,5,98
4744,2022-12-23,18:55:06,milujutekamobracho1,ahahahahaha,8,98
584,2022-12-23,18:55:10,zwi0pz,unlucky,1,98
1064,2022-12-23,18:55:12,gems69,Sadge,1,98
1065,2022-12-23,18:55:14,dauphinn7,Sadge,1,98
1066,2022-12-23,18:55:20,part1zan256,Sadge,1,98
1123,2022-12-23,18:55:21,rhymesanti,rhymesanti subscribed at Tier 1. They've subscribed for 8 months currently on a 3 month streak! Lets go guys,1,98
1067,2022-12-23,18:55:22,4rc44,Sadge,1,98
1699,2022-12-23,18:55:26,4rc44,[Emote Personalizado 4],1,98
1068,2022-12-23,18:55:41,ddrxxfante,Sadge,1,99
3051,2022-12-23,18:55:42,rhymesanti,hows everyone doing,5,99
3588,2022-12-23,18:55:42,ddrxxfante,gg gamdom,8,99
2970,2022-12-23,18:55:45,ddrxxfante,hypedrop timee,7,99
2968,2022-12-23,18:56:08,zwi0pz,hypee,8,99
5228,2022-12-23,18:56:31,aritzcas,!store,5,100
4935,2022-12-23,18:56:58,zwi0pz,%1,5,100
1162,2022-12-23,18:57:07,zwi0pz,ResidentSleeper ResidentSleeper,1,100
4234,2022-12-23,18:57:55,AlumiiiLight,cum back,5,101
4373,2022-12-23,18:58:09,michko,check now,5,101
836,2022-12-23,18:58:41,llgeoii,sup dude,5,102
654,2022-12-23,18:59:14,radikalnyyy,travis,5,102
3430,2022-12-23,18:59:24,ddrxxfante,good battle,5,102
4941,2022-12-23,19:00:46,milujutekamobracho1,@xeriffer voucher or nothing is pretty decent,7,104
1975,2022-12-23,19:01:30,dauphinn7,Oh shit,8,105
988,2022-12-23,19:01:35,4rc44,shesh,5,105
4806,2022-12-23,19:02:06,dauphinn7,6 boxes,5,105
526,2022-12-23,19:02:31,dauphinn7,We done,8,106
3996,2022-12-23,19:02:41,veritas______,EZ,8,106
2153,2022-12-23,19:02:49,dauphinn7,Niceee,8,106
3976,2022-12-23,19:02:54,veritas______,EZ ??,8,106
508,2022-12-23,19:02:56,dauphinn7,We won right,8,106
3997,2022-12-23,19:02:56,milujutekamobracho1,ez,8,106
233,2022-12-23,19:02:57,dauphinn7,yeah,8,106
3998,2022-12-23,19:03:01,ddrxxfante,EZ,8,106
3963,2022-12-23,19:03:02,randysi,ezz,8,106
2603,2022-12-23,19:03:04,randysi,lets goo,8,106
2165,2022-12-23,19:03:09,jameslinkk,nice win,8,106
295,2022-12-23,19:03:11,jameslinkk,xeri,8,106
1524,2022-12-23,19:04:10,Rozkii,Pog,8,107
2166,2022-12-23,19:04:19,Rozkii,nice win,8,107
1525,2022-12-23,19:04:22,lot_of_damage,Pog,8,107
699,2022-12-23,19:04:27,dauphinn7,This was good,5,107
